t_sec,x_m,y_m,theta_rad
11.279446492,0.0063810607405541606,-0.00039503817268915004,-0.01525040524281712
11.28976189,0.006382960990577836,-0.00039512421167756594,-0.015255107458966773
11.299550172,0.006384936798547426,-0.0003952751891723417,-0.015259550510022618
11.309427266,0.0063868370422917025,-0.00039536122512286273,-0.0152642526367839
11.319468857,0.0063888128440309005,-0.00039551219947245975,-0.015268695594727428
11.329596508,0.006390713081495981,-0.00039559823238525166,-0.015273397632102545
11.339519332,0.006392688877005072,-0.00039574920358983264,-0.015277840496935898
11.350062259,0.006394589108191143,-0.0003958352334650492,-0.015282542444926881
11.359849083,0.006396564897470334,-0.0003959862015247392,-0.01528698521665234
11.369950181,0.006398465122377618,-0.00039607222836250927,-0.015291687075261426
11.380159775,0.00640044090542708,-0.0003962231932774674,-0.015296129753880975
11.390031257,0.0064023411240558,-0.0003963092170779635,-0.015300831523110318
11.400167851,0.00640431690087567,-0.00039646017884829355,-0.015305274108626097
11.410159666,0.0064062171132258814,-0.00039654619961165393,-0.015309975788477736
11.420134111,0.006408192883816298,-0.00039669715823754275,-0.015314418280891657
11.430238875,0.006410093089888225,-0.00039678317596390555,-0.015319119871367751
11.440154855,0.0064120688542494645,-0.0003969341314454551,-0.015323562270682134
11.450473342,0.006413969054043358,-0.00039702014613491574,-0.015328263771784612
11.460373565,0.00641594481217562,-0.0003971710984722587,-0.015332706078001355
11.47047002,0.006417845005691657,-0.00039725711012504334,-0.015337407489732576
11.480440864,0.006419820757595019,-0.0003974080593183619,-0.015341849702853882
11.490458754,0.006421720944833409,-0.0003974940679346011,-0.015346551025215769
11.500419667,0.006423696690508128,-0.0003976450139839954,-0.015350993145243732
11.510524548,0.00642559687146905,-0.0003977310195637815,-0.01535569437823848
11.520421878,0.0064275726109153134,-0.00039788196246938636,-0.015360136405175114
11.530756293,0.006429472785599,-0.0003979679650128942,-0.015364837548804994
11.54045164,0.006431448518816961,-0.00039811890477486846,-0.015369279482652418
11.55041515,0.006433348687223545,-0.0003982049042822192,-0.015373980536919253
11.560543577,0.006435324414213427,-0.00039835584090067296,-0.01537842237767952
11.570386793,0.006437224576343043,-0.00039844183737205183,-0.015383123342585523
11.580455173,0.0064392002971049534,-0.00039859277084715967,-0.015387565090260742
11.590580231,0.006441100452957523,-0.0003986787642822351,-0.015392265965809587
11.600510016,0.006443076167489001,-0.00039882969461137185,-0.015396707620414085
11.610679536,0.006444976317061588,-0.0003989156850075523,-0.015401408406615049
11.620578103,0.006446952025361059,-0.00039906661218945733,-0.015405849968157163
11.63055455,0.006448852168653746,-0.0003991525995469365,-0.015410550665012032
11.640631033,0.006450827870721372,-0.00039930352358172615,-0.01541499213349348
11.650529312,0.006452728007734407,-0.000399389507900624,-0.015419692741004453
11.660565658,0.006454703703570314,-0.0003995404287884315,-0.015424134116427584
11.670395807,0.006456603834303834,-0.0003996264100688973,-0.015428834634596614
11.680549551,0.006458579523907932,-0.0003997773278119457,-0.015433275916977907
11.690591351,0.006460479648360209,-0.0003998633060646084,-0.0154379763458819
11.700534056,0.006462455331731417,-0.00040001422067130677,-0.015442417535274247
11.710641433,0.006464355449902148,-0.0004001001959005754,-0.01544711787494248
11.720518044,0.006466331127040693,-0.00040025110737092174,-0.015451558971346585
11.730423844,0.006468231238929959,-0.0004003370795767979,-0.015456259221781052
11.740667971,0.006470206909836014,-0.0004004879879109461,-0.015460700225198912
11.750713709,0.006472107015443973,-0.000400573957093648,-0.015465400386401523
11.760730614,0.006474082680117739,-0.0004007248622917274,-0.015469841296835134
11.770822049,0.006475982779444692,-0.0004008108284513967,-0.015474541368808051
11.780734023,0.006477958437886387,-0.00040096173051355804,-0.015478982186259626
11.79076377,0.006479858530932469,-0.00040104769365033094,-0.015483682169005062
11.800566209,0.006481834183142222,-0.0004011985925767125,-0.015488122893476714
11.810484427,0.006483734269907629,-0.0004012845526907246,-0.0154928227869967
11.820521108,0.006485709915885694,-0.00040143544848144725,-0.015497263418490503
11.830567374,0.006487609996370645,-0.0004015214055728602,-0.015501963222787041
11.840508967,0.006489585636117086,-0.0004016722982280788,-0.015506403761305005
11.850505056,0.006491485710321729,-0.0004017582522970378,-0.015511103476380671
11.860296458,0.006493461343836839,-0.0004019091418168911,-0.015515543921924873
11.870344792,0.006495361411761431,-0.0004019950928635458,-0.01552024354778121
11.88054568,0.0064973370390453795,-0.000402145979248175,-0.015524683900353822
11.890471212,0.006499237100690059,-0.000402231927272656,-0.015529383436993217
11.900532424,0.006501212721742928,-0.0004023828105221732,-0.015533823696596163
11.910527808,0.006503112777107865,-0.00040246875552458203,-0.01553852314402055
11.920476425,0.0065050883919299035,-0.00040261963563914646,-0.015542963310656032
11.930637401,0.0065069884410153015,-0.00040270557761966824,-0.015547662668867585
11.940436628,0.006508964049606731,-0.00040285645459941496,-0.015552102742537691
11.950413466,0.006510864092412849,-0.00040294239355820875,-0.015556802011538732
11.960597217,0.006512839694773843,-0.00040309326740327843,-0.015561241992245484
11.970461149,0.006514739731300875,-0.0004031792033404694,-0.015565941172037774
11.980471293,0.006516715327431613,-0.0004033300740509993,-0.015570381059783138
11.990569779,0.006518615357679731,-0.00040341600696675354,-0.01557508015036893
12.000480483,0.006520590947580403,-0.0004035668745428811,-0.015579519945155258
12.010676607,0.006522490971549779,-0.00040365280443729613,-0.015584218946536527
12.020604257,0.006524466555220535,-0.00040380366887914434,-0.015588658648365714
12.030472976,0.006526366572911351,-0.000403889595752376,-0.015593357560544774
12.040427961,0.006528342150352356,-0.00040404045706009,-0.015597797169419012
12.050478809,0.006530242161764827,-0.0004041263809123047,-0.015602495992397882
